;ProbandId;TrialNumber;Condition;ShowNumberCount;BlockId;LayerChangeCount;Difference
514;7;0;Visual Feedback;12;-1.0;16.0;4.0
515;7;0;Visual Feedback;12;-1.0;16.0;4.0
516;7;0;Visual Feedback;12;0.0;16.0;4.0
517;7;1;Visual Feedback;10;0.0;24.0;14.0
518;7;2;Visual Feedback;8;0.0;14.0;6.0
519;7;3;Visual Feedback;15;0.0;14.0;-1.0
520;7;4;Visual Feedback;9;0.0;13.0;4.0
521;7;5;Visual Feedback;8;0.0;13.0;5.0
522;7;6;Visual Feedback;10;0.0;18.0;8.0
523;7;7;Visual Feedback;16;0.0;26.0;10.0
524;7;8;Visual Feedback;7;0.0;12.0;5.0
525;7;9;Visual Feedback;11;0.0;13.0;2.0
526;7;10;Visual Feedback;10;0.0;16.0;6.0
527;7;11;Visual Feedback;11;0.0;16.0;5.0
528;7;12;Visual Feedback;7;0.0;14.0;7.0
529;7;13;Visual Feedback;10;0.0;14.0;4.0
530;7;14;Visual Feedback;17;0.0;25.0;8.0
531;7;15;Visual Feedback;8;0.0;12.0;4.0
532;7;16;Visual Feedback;9;0.0;16.0;7.0
533;7;17;Visual Feedback;8;0.0;12.0;4.0
534;7;18;Visual Feedback;8;0.0;12.0;4.0
535;7;19;Visual Feedback;8;0.0;18.0;10.0
536;7;20;Visual Feedback;8;0.0;12.0;4.0
537;7;21;Tactile Feedback;8;1.0;16.0;8.0
538;7;22;Tactile Feedback;10;1.0;27.0;17.0
539;7;23;Tactile Feedback;8;1.0;13.0;5.0
540;7;24;Tactile Feedback;8;1.0;14.0;6.0
541;7;25;Tactile Feedback;8;1.0;14.0;6.0
542;7;26;Tactile Feedback;7;1.0;13.0;6.0
543;7;27;Tactile Feedback;7;1.0;11.0;4.0
544;7;28;Tactile Feedback;7;1.0;11.0;4.0
545;7;29;Tactile Feedback;7;1.0;14.0;7.0
546;7;30;Tactile Feedback;8;1.0;12.0;4.0
547;7;31;Tactile Feedback;6;1.0;19.0;13.0
548;7;32;Tactile Feedback;8;1.0;18.0;10.0
549;7;33;Tactile Feedback;7;1.0;13.0;6.0
550;7;34;Tactile Feedback;10;1.0;15.0;5.0
551;7;35;Tactile Feedback;12;1.0;20.0;8.0
552;7;36;Tactile Feedback;7;1.0;13.0;6.0
553;7;37;Tactile Feedback;9;1.0;15.0;6.0
554;7;38;Tactile Feedback;11;1.0;28.0;17.0
555;7;39;Tactile Feedback;12;1.0;14.0;2.0
556;7;40;Tactile Feedback;7;1.0;11.0;4.0
557;7;41;Tactile Feedback;12;1.0;29.0;17.0
558;7;42;Combined Feedback;8;2.0;16.0;8.0
559;7;43;Combined Feedback;7;2.0;12.0;5.0
560;7;44;Combined Feedback;13;2.0;24.0;11.0
561;7;45;Combined Feedback;13;2.0;27.0;14.0
562;7;46;Combined Feedback;7;2.0;12.0;5.0
563;7;47;Combined Feedback;7;2.0;12.0;5.0
564;7;48;Combined Feedback;9;2.0;15.0;6.0
565;7;49;Combined Feedback;8;2.0;13.0;5.0
566;7;50;Combined Feedback;8;2.0;16.0;8.0
567;7;51;Combined Feedback;7;2.0;15.0;8.0
568;7;52;Combined Feedback;7;2.0;12.0;5.0
569;7;53;Combined Feedback;8;2.0;11.0;3.0
570;7;54;Combined Feedback;8;2.0;12.0;4.0
571;7;55;Combined Feedback;8;2.0;22.0;14.0
572;7;56;Combined Feedback;8;2.0;15.0;7.0
573;7;57;Combined Feedback;7;2.0;12.0;5.0
574;7;58;Combined Feedback;7;2.0;12.0;5.0
575;7;59;Combined Feedback;7;2.0;15.0;8.0
576;7;60;Combined Feedback;8;2.0;16.0;8.0
577;7;61;Combined Feedback;7;2.0;12.0;5.0
578;7;62;Combined Feedback;7;2.0;12.0;5.0
579;7;63;No Feedback;7;3.0;11.0;4.0
580;7;64;No Feedback;7;3.0;10.0;3.0
581;7;65;No Feedback;9;3.0;15.0;6.0
582;7;66;No Feedback;7;3.0;14.0;7.0
583;7;67;No Feedback;7;3.0;14.0;7.0
584;7;68;No Feedback;7;3.0;13.0;6.0
585;7;69;No Feedback;14;3.0;17.0;3.0
586;7;70;No Feedback;7;3.0;12.0;5.0
587;7;71;No Feedback;7;3.0;15.0;8.0
588;7;72;No Feedback;8;3.0;21.0;13.0
589;7;73;No Feedback;7;3.0;15.0;8.0
590;7;74;No Feedback;10;3.0;22.0;12.0
591;7;75;No Feedback;10;3.0;20.0;10.0
592;7;76;No Feedback;8;3.0;12.0;4.0
593;7;77;No Feedback;8;3.0;16.0;8.0
594;7;78;No Feedback;9;3.0;29.0;20.0
595;7;79;No Feedback;7;3.0;12.0;5.0
596;7;80;No Feedback;7;3.0;14.0;7.0
597;7;81;No Feedback;8;3.0;20.0;12.0
598;7;82;No Feedback;7;3.0;12.0;5.0
599;7;83;No Feedback;7;3.0;15.0;8.0
600;8;-8;Combined Feedback;26;;;
601;8;-7;Combined Feedback;23;;;
602;8;-6;Visual Feedback;15;;;
603;8;-5;Visual Feedback;9;;;
604;8;-4;Tactile Feedback;10;;;
605;8;-3;Tactile Feedback;12;;;
606;8;-2;No Feedback;9;;;
607;8;-1;No Feedback;22;;;
608;8;0;Tactile Feedback;12;-4.0;34.0;22.0
609;8;0;Tactile Feedback;12;-4.0;34.0;22.0
610;8;0;Tactile Feedback;12;-3.0;34.0;22.0
611;8;0;Tactile Feedback;12;-3.0;34.0;22.0
612;8;0;Tactile Feedback;12;-2.0;34.0;22.0
613;8;0;Tactile Feedback;12;-2.0;34.0;22.0
614;8;0;Tactile Feedback;12;-1.0;34.0;22.0
615;8;0;Tactile Feedback;12;-1.0;34.0;22.0
616;8;0;Tactile Feedback;12;0.0;34.0;22.0
617;8;1;Tactile Feedback;22;0.0;71.0;49.0
618;8;2;Tactile Feedback;10;0.0;22.0;12.0
619;8;3;Tactile Feedback;11;0.0;40.0;29.0
620;8;4;Tactile Feedback;16;0.0;49.0;33.0
621;8;5;Tactile Feedback;10;0.0;18.0;8.0
622;8;6;Tactile Feedback;13;0.0;45.0;32.0
623;8;7;Tactile Feedback;11;0.0;54.0;43.0
624;8;8;Tactile Feedback;10;0.0;29.0;19.0
625;8;9;Tactile Feedback;9;0.0;21.0;12.0
626;8;10;Tactile Feedback;10;0.0;33.0;23.0
627;8;11;Tactile Feedback;9;0.0;32.0;23.0
628;8;12;Tactile Feedback;8;0.0;19.0;11.0
629;8;13;Tactile Feedback;18;0.0;54.0;36.0
630;8;14;Tactile Feedback;7;0.0;13.0;6.0
631;8;15;Tactile Feedback;10;0.0;35.0;25.0
632;8;16;Tactile Feedback;13;0.0;49.0;36.0
633;8;17;Tactile Feedback;16;0.0;65.0;49.0
634;8;18;Tactile Feedback;18;0.0;46.0;28.0
635;8;19;Tactile Feedback;7;0.0;27.0;20.0
636;8;20;Tactile Feedback;9;0.0;22.0;13.0
637;8;21;Visual Feedback;15;1.0;25.0;10.0
638;8;22;Visual Feedback;11;1.0;29.0;18.0
639;8;23;Visual Feedback;8;1.0;18.0;10.0
640;8;24;Visual Feedback;13;1.0;30.0;17.0
641;8;25;Visual Feedback;12;1.0;34.0;22.0
642;8;26;Visual Feedback;9;1.0;16.0;7.0
643;8;27;Visual Feedback;7;1.0;14.0;7.0
644;8;28;Visual Feedback;16;1.0;24.0;8.0
645;8;29;Visual Feedback;9;1.0;18.0;9.0
646;8;30;Visual Feedback;8;1.0;14.0;6.0
647;8;31;Visual Feedback;10;1.0;15.0;5.0
648;8;32;Visual Feedback;11;1.0;26.0;15.0
649;8;33;Visual Feedback;18;1.0;35.0;17.0
650;8;34;Visual Feedback;8;1.0;16.0;8.0
651;8;35;Visual Feedback;8;1.0;12.0;4.0
652;8;36;Visual Feedback;13;1.0;14.0;1.0
653;8;37;Visual Feedback;9;1.0;24.0;15.0
654;8;38;Visual Feedback;8;1.0;12.0;4.0
655;8;39;Visual Feedback;8;1.0;16.0;8.0
656;8;40;Visual Feedback;9;1.0;18.0;9.0
657;8;41;Visual Feedback;7;1.0;14.0;7.0
658;8;42;No Feedback;8;2.0;21.0;13.0
659;8;43;No Feedback;8;2.0;17.0;9.0
660;8;44;No Feedback;7;2.0;19.0;12.0
661;8;45;No Feedback;7;2.0;17.0;10.0
662;8;46;No Feedback;16;2.0;50.0;34.0
663;8;47;No Feedback;8;2.0;25.0;17.0
664;8;48;No Feedback;7;2.0;14.0;7.0
665;8;49;No Feedback;9;2.0;29.0;20.0
666;8;50;No Feedback;9;2.0;33.0;24.0
667;8;51;No Feedback;9;2.0;28.0;19.0
668;8;52;No Feedback;9;2.0;21.0;12.0
669;8;53;No Feedback;9;2.0;35.0;26.0
670;8;54;No Feedback;8;2.0;27.0;19.0
671;8;55;No Feedback;11;2.0;22.0;11.0
672;8;56;No Feedback;9;2.0;33.0;24.0
673;8;57;No Feedback;15;2.0;52.0;37.0
674;8;58;No Feedback;7;2.0;19.0;12.0
675;8;59;No Feedback;9;2.0;25.0;16.0
676;8;60;No Feedback;8;2.0;17.0;9.0
677;8;61;No Feedback;10;2.0;40.0;30.0
678;8;62;No Feedback;9;2.0;13.0;4.0
679;8;63;Combined Feedback;8;3.0;11.0;3.0
680;8;64;Combined Feedback;11;3.0;17.0;6.0
681;8;65;Combined Feedback;11;3.0;13.0;2.0
682;8;66;Combined Feedback;11;3.0;14.0;3.0
683;8;67;Combined Feedback;8;3.0;17.0;9.0
684;8;68;Combined Feedback;13;3.0;17.0;4.0
685;8;69;Combined Feedback;14;3.0;30.0;16.0
686;8;70;Combined Feedback;7;3.0;20.0;13.0
687;8;71;Combined Feedback;8;3.0;12.0;4.0
688;8;72;Combined Feedback;7;3.0;11.0;4.0
689;8;73;Combined Feedback;12;3.0;17.0;5.0
690;8;74;Combined Feedback;28;3.0;50.0;22.0
691;8;75;Combined Feedback;8;3.0;18.0;10.0
692;8;76;Combined Feedback;7;3.0;12.0;5.0
693;8;77;Combined Feedback;7;3.0;13.0;6.0
694;8;78;Combined Feedback;9;3.0;18.0;9.0
695;8;79;Combined Feedback;8;3.0;17.0;9.0
696;8;80;Combined Feedback;11;3.0;33.0;22.0
697;8;81;Combined Feedback;7;3.0;13.0;6.0
698;8;82;Combined Feedback;10;3.0;27.0;17.0
699;8;83;Combined Feedback;11;3.0;13.0;2.0
700;9;-8;Combined Feedback;23;;;
701;9;-7;Combined Feedback;7;;;
702;9;-6;Visual Feedback;8;;;
703;9;-5;Visual Feedback;19;;;
704;9;-4;Tactile Feedback;10;;;
705;9;-3;Tactile Feedback;10;;;
706;9;-2;No Feedback;10;;;
707;9;-1;No Feedback;12;;;
708;9;0;Combined Feedback;14;-4.0;19.0;5.0
709;9;0;Combined Feedback;14;-4.0;19.0;5.0
710;9;0;Combined Feedback;14;-3.0;19.0;5.0
711;9;0;Combined Feedback;14;-3.0;19.0;5.0
712;9;0;Combined Feedback;14;-2.0;19.0;5.0
713;9;0;Combined Feedback;14;-2.0;19.0;5.0
714;9;0;Combined Feedback;14;-1.0;19.0;5.0
715;9;0;Combined Feedback;14;-1.0;19.0;5.0
716;9;0;Combined Feedback;14;0.0;19.0;5.0
717;9;1;Combined Feedback;13;0.0;24.0;11.0
718;9;2;Combined Feedback;7;0.0;16.0;9.0
719;9;3;Combined Feedback;9;0.0;15.0;6.0
720;9;4;Combined Feedback;7;0.0;18.0;11.0
721;9;5;Combined Feedback;8;0.0;11.0;3.0
722;9;6;Combined Feedback;12;0.0;22.0;10.0
723;9;7;Combined Feedback;8;0.0;11.0;3.0
724;9;8;Combined Feedback;7;0.0;12.0;5.0
725;9;9;Combined Feedback;9;0.0;16.0;7.0
726;9;10;Combined Feedback;9;0.0;13.0;4.0
727;9;11;Combined Feedback;7;0.0;11.0;4.0
728;9;12;Combined Feedback;9;0.0;11.0;2.0
729;9;13;Combined Feedback;11;0.0;19.0;8.0
730;9;14;Combined Feedback;7;0.0;11.0;4.0
731;9;15;Combined Feedback;8;0.0;10.0;2.0
732;9;16;Combined Feedback;7;0.0;10.0;3.0
733;9;17;Combined Feedback;8;0.0;11.0;3.0
734;9;18;Combined Feedback;8;0.0;11.0;3.0
735;9;19;Combined Feedback;9;0.0;17.0;8.0
736;9;20;Combined Feedback;7;0.0;10.0;3.0
737;9;21;No Feedback;7;1.0;10.0;3.0
738;9;22;No Feedback;9;1.0;12.0;3.0
739;9;23;No Feedback;9;1.0;11.0;2.0
740;9;24;No Feedback;10;1.0;24.0;14.0
741;9;25;No Feedback;7;1.0;10.0;3.0
742;9;26;No Feedback;11;1.0;14.0;3.0
743;9;27;No Feedback;7;1.0;19.0;12.0
744;9;28;No Feedback;9;1.0;11.0;2.0
745;9;29;No Feedback;8;1.0;13.0;5.0
746;9;30;No Feedback;7;1.0;11.0;4.0
747;9;31;No Feedback;7;1.0;11.0;4.0
748;9;32;No Feedback;7;1.0;13.0;6.0
749;9;33;No Feedback;7;1.0;11.0;4.0
750;9;34;No Feedback;7;1.0;11.0;4.0
751;9;35;No Feedback;8;1.0;13.0;5.0
752;9;36;No Feedback;7;1.0;11.0;4.0
753;9;37;No Feedback;7;1.0;10.0;3.0
754;9;38;No Feedback;7;1.0;12.0;5.0
755;9;39;No Feedback;9;1.0;15.0;6.0
756;9;40;No Feedback;7;1.0;10.0;3.0
757;9;41;No Feedback;7;1.0;10.0;3.0
758;9;42;Visual Feedback;8;2.0;11.0;3.0
759;9;43;Visual Feedback;7;2.0;11.0;4.0
760;9;44;Visual Feedback;9;2.0;14.0;5.0
761;9;45;Visual Feedback;7;2.0;13.0;6.0
762;9;46;Visual Feedback;7;2.0;10.0;3.0
763;9;47;Visual Feedback;8;2.0;10.0;2.0
764;9;48;Visual Feedback;7;2.0;10.0;3.0
765;9;49;Visual Feedback;7;2.0;15.0;8.0
766;9;50;Visual Feedback;7;2.0;15.0;8.0
767;9;51;Visual Feedback;8;2.0;13.0;5.0
768;9;52;Visual Feedback;9;2.0;13.0;4.0
769;9;53;Visual Feedback;9;2.0;32.0;23.0
770;9;54;Visual Feedback;7;2.0;11.0;4.0
771;9;55;Visual Feedback;8;2.0;23.0;15.0
772;9;56;Visual Feedback;9;2.0;12.0;3.0
773;9;57;Visual Feedback;7;2.0;11.0;4.0
774;9;58;Visual Feedback;10;2.0;15.0;5.0
775;9;59;Visual Feedback;7;2.0;11.0;4.0
776;9;60;Visual Feedback;10;2.0;18.0;8.0
777;9;61;Visual Feedback;6;2.0;14.0;8.0
778;9;62;Visual Feedback;7;2.0;10.0;3.0
779;9;63;Tactile Feedback;7;3.0;10.0;3.0
780;9;64;Tactile Feedback;7;3.0;11.0;4.0
781;9;65;Tactile Feedback;10;3.0;20.0;10.0
782;9;66;Tactile Feedback;7;3.0;11.0;4.0
783;9;67;Tactile Feedback;8;3.0;15.0;7.0
784;9;68;Tactile Feedback;7;3.0;10.0;3.0
785;9;69;Tactile Feedback;7;3.0;11.0;4.0
786;9;70;Tactile Feedback;7;3.0;11.0;4.0
787;9;71;Tactile Feedback;7;3.0;10.0;3.0
788;9;72;Tactile Feedback;7;3.0;12.0;5.0
789;9;73;Tactile Feedback;7;3.0;11.0;4.0
790;9;74;Tactile Feedback;8;3.0;12.0;4.0
791;9;75;Tactile Feedback;8;3.0;11.0;3.0
792;9;76;Tactile Feedback;7;3.0;13.0;6.0
793;9;77;Tactile Feedback;8;3.0;11.0;3.0
794;9;78;Tactile Feedback;6;3.0;11.0;5.0
795;9;79;Tactile Feedback;12;3.0;20.0;8.0
796;9;80;Tactile Feedback;7;3.0;17.0;10.0
797;9;81;Tactile Feedback;7;3.0;16.0;9.0
798;9;82;Tactile Feedback;9;3.0;14.0;5.0
799;9;83;Tactile Feedback;8;3.0;11.0;3.0
800;10;-8;Combined Feedback;26;;;
801;10;-7;Combined Feedback;12;;;
802;10;-6;Visual Feedback;14;;;
803;10;-5;Visual Feedback;10;;;
804;10;-4;Tactile Feedback;13;;;
805;10;-3;Tactile Feedback;7;;;
806;10;-2;No Feedback;7;;;
807;10;-1;No Feedback;7;;;
808;10;0;No Feedback;7;-4.0;17.0;10.0
809;10;0;No Feedback;7;-4.0;17.0;10.0
810;10;0;No Feedback;7;-3.0;17.0;10.0
811;10;0;No Feedback;7;-3.0;17.0;10.0
812;10;0;No Feedback;7;-2.0;17.0;10.0
813;10;0;No Feedback;7;-2.0;17.0;10.0
814;10;0;No Feedback;7;-1.0;17.0;10.0
815;10;0;No Feedback;7;-1.0;17.0;10.0
816;10;0;No Feedback;7;0.0;17.0;10.0
817;10;1;No Feedback;7;0.0;16.0;9.0
818;10;2;No Feedback;11;0.0;24.0;13.0
819;10;3;No Feedback;8;0.0;34.0;26.0
820;10;4;No Feedback;9;0.0;37.0;28.0
821;10;5;No Feedback;9;0.0;18.0;9.0
822;10;6;No Feedback;8;0.0;22.0;14.0
823;10;7;No Feedback;11;0.0;29.0;18.0
824;10;8;No Feedback;8;0.0;24.0;16.0
825;10;9;No Feedback;8;0.0;22.0;14.0
826;10;10;No Feedback;7;0.0;16.0;9.0
827;10;11;No Feedback;9;0.0;46.0;37.0
828;10;12;No Feedback;7;0.0;30.0;23.0
829;10;13;No Feedback;11;0.0;34.0;23.0
830;10;14;No Feedback;7;0.0;19.0;12.0
831;10;15;No Feedback;8;0.0;51.0;43.0
832;10;16;No Feedback;11;0.0;18.0;7.0
833;10;17;No Feedback;11;0.0;66.0;55.0
834;10;18;No Feedback;8;0.0;34.0;26.0
835;10;19;No Feedback;9;0.0;32.0;23.0
836;10;20;No Feedback;9;0.0;18.0;9.0
837;10;21;Tactile Feedback;9;1.0;16.0;7.0
838;10;22;Tactile Feedback;9;1.0;30.0;21.0
839;10;23;Tactile Feedback;8;1.0;19.0;11.0
840;10;24;Tactile Feedback;7;1.0;19.0;12.0
841;10;25;Tactile Feedback;7;1.0;18.0;11.0
842;10;26;Tactile Feedback;8;1.0;26.0;18.0
843;10;27;Tactile Feedback;7;1.0;25.0;18.0
844;10;28;Tactile Feedback;8;1.0;26.0;18.0
845;10;29;Tactile Feedback;8;1.0;19.0;11.0
846;10;30;Tactile Feedback;10;1.0;23.0;13.0
847;10;31;Tactile Feedback;7;1.0;17.0;10.0
848;10;32;Tactile Feedback;10;1.0;40.0;30.0
849;10;33;Tactile Feedback;7;1.0;17.0;10.0
850;10;34;Tactile Feedback;7;1.0;12.0;5.0
851;10;35;Tactile Feedback;7;1.0;27.0;20.0
852;10;36;Tactile Feedback;8;1.0;17.0;9.0
853;10;37;Tactile Feedback;9;1.0;26.0;17.0
854;10;38;Tactile Feedback;7;1.0;23.0;16.0
855;10;39;Tactile Feedback;9;1.0;22.0;13.0
856;10;40;Tactile Feedback;7;1.0;16.0;9.0
857;10;41;Tactile Feedback;9;1.0;25.0;16.0
858;10;42;Visual Feedback;7;2.0;18.0;11.0
859;10;43;Visual Feedback;7;2.0;14.0;7.0
860;10;44;Visual Feedback;7;2.0;16.0;9.0
861;10;45;Visual Feedback;13;2.0;22.0;9.0
862;10;46;Visual Feedback;7;2.0;12.0;5.0
863;10;47;Visual Feedback;7;2.0;15.0;8.0
864;10;48;Visual Feedback;7;2.0;18.0;11.0
865;10;49;Visual Feedback;9;2.0;12.0;3.0
866;10;50;Visual Feedback;8;2.0;16.0;8.0
867;10;51;Visual Feedback;9;2.0;18.0;9.0
868;10;52;Visual Feedback;7;2.0;13.0;6.0
869;10;53;Visual Feedback;8;2.0;17.0;9.0
870;10;54;Visual Feedback;8;2.0;20.0;12.0
871;10;55;Visual Feedback;7;2.0;13.0;6.0
872;10;56;Visual Feedback;7;2.0;14.0;7.0
873;10;57;Visual Feedback;7;2.0;14.0;7.0
874;10;58;Visual Feedback;7;2.0;13.0;6.0
875;10;59;Visual Feedback;14;2.0;27.0;13.0
876;10;60;Visual Feedback;7;2.0;14.0;7.0
877;10;61;Visual Feedback;8;2.0;16.0;8.0
878;10;62;Visual Feedback;8;2.0;14.0;6.0
879;10;63;Combined Feedback;8;3.0;13.0;5.0
880;10;64;Combined Feedback;8;3.0;13.0;5.0
881;10;65;Combined Feedback;7;3.0;13.0;6.0
882;10;66;Combined Feedback;8;3.0;20.0;12.0
883;10;67;Combined Feedback;8;3.0;12.0;4.0
884;10;68;Combined Feedback;8;3.0;14.0;6.0
885;10;69;Combined Feedback;8;3.0;14.0;6.0
886;10;70;Combined Feedback;7;3.0;13.0;6.0
887;10;71;Combined Feedback;7;3.0;13.0;6.0
888;10;72;Combined Feedback;8;3.0;13.0;5.0
889;10;73;Combined Feedback;7;3.0;13.0;6.0
890;10;74;Combined Feedback;10;3.0;19.0;9.0
891;10;75;Combined Feedback;8;3.0;13.0;5.0
892;10;76;Combined Feedback;9;3.0;25.0;16.0
893;10;77;Combined Feedback;9;3.0;14.0;5.0
894;10;78;Combined Feedback;8;3.0;13.0;5.0
895;10;79;Combined Feedback;9;3.0;18.0;9.0
896;10;80;Combined Feedback;7;3.0;12.0;5.0
897;10;81;Combined Feedback;9;3.0;20.0;11.0
898;10;82;Combined Feedback;8;3.0;14.0;6.0
899;10;83;Combined Feedback;8;3.0;19.0;11.0
900;11;-8;Combined Feedback;67;;;
901;11;-7;Combined Feedback;13;;;
902;11;-6;Visual Feedback;9;;;
903;11;-5;Visual Feedback;13;;;
904;11;-4;Tactile Feedback;11;;;
905;11;-3;Tactile Feedback;13;;;
906;11;-2;No Feedback;8;;;
907;11;-1;No Feedback;12;;;
908;11;0;Tactile Feedback;9;-4.0;49.0;40.0
909;11;0;Tactile Feedback;9;-4.0;49.0;40.0
910;11;0;Tactile Feedback;9;-3.0;49.0;40.0
911;11;0;Tactile Feedback;9;-3.0;49.0;40.0
912;11;0;Tactile Feedback;9;-2.0;49.0;40.0
913;11;0;Tactile Feedback;9;-2.0;49.0;40.0
914;11;0;Tactile Feedback;9;-1.0;49.0;40.0
915;11;0;Tactile Feedback;9;-1.0;49.0;40.0
916;11;0;Tactile Feedback;9;0.0;49.0;40.0
917;11;1;Tactile Feedback;14;0.0;41.0;27.0
918;11;2;Tactile Feedback;10;0.0;53.0;43.0
919;11;3;Tactile Feedback;8;0.0;42.0;34.0
920;11;4;Tactile Feedback;17;0.0;53.0;36.0
921;11;5;Tactile Feedback;8;0.0;37.0;29.0
922;11;6;Tactile Feedback;20;0.0;65.0;45.0
923;11;7;Tactile Feedback;9;0.0;28.0;19.0
924;11;8;Tactile Feedback;16;0.0;57.0;41.0
925;11;9;Tactile Feedback;12;0.0;30.0;18.0
926;11;10;Tactile Feedback;8;0.0;22.0;14.0
927;11;11;Tactile Feedback;13;0.0;43.0;30.0
928;11;12;Tactile Feedback;11;0.0;32.0;21.0
929;11;13;Tactile Feedback;9;0.0;18.0;9.0
930;11;14;Tactile Feedback;10;0.0;30.0;20.0
931;11;15;Tactile Feedback;8;0.0;13.0;5.0
932;11;16;Tactile Feedback;11;0.0;22.0;11.0
933;11;17;Tactile Feedback;9;0.0;22.0;13.0
934;11;18;Tactile Feedback;8;0.0;24.0;16.0
935;11;19;Tactile Feedback;15;0.0;62.0;47.0
936;11;20;Tactile Feedback;10;0.0;24.0;14.0
937;11;21;Visual Feedback;11;1.0;33.0;22.0
938;11;22;Visual Feedback;8;1.0;10.0;2.0
939;11;23;Visual Feedback;8;1.0;11.0;3.0
940;11;24;Visual Feedback;7;1.0;11.0;4.0
941;11;25;Visual Feedback;6;1.0;13.0;7.0
942;11;26;Visual Feedback;7;1.0;12.0;5.0
943;11;27;Visual Feedback;7;1.0;11.0;4.0
944;11;28;Visual Feedback;6;1.0;11.0;5.0
945;11;29;Visual Feedback;8;1.0;18.0;10.0
946;11;30;Visual Feedback;8;1.0;14.0;6.0
947;11;31;Visual Feedback;8;1.0;15.0;7.0
948;11;32;Visual Feedback;8;1.0;19.0;11.0
949;11;33;Visual Feedback;7;1.0;12.0;5.0
950;11;34;Visual Feedback;8;1.0;16.0;8.0
951;11;35;Visual Feedback;9;1.0;21.0;12.0
952;11;36;Visual Feedback;7;1.0;11.0;4.0
953;11;37;Visual Feedback;7;1.0;10.0;3.0
954;11;38;Visual Feedback;10;1.0;18.0;8.0
955;11;39;Visual Feedback;8;1.0;22.0;14.0
956;11;40;Visual Feedback;10;1.0;30.0;20.0
957;11;41;Visual Feedback;8;1.0;11.0;3.0
958;11;42;Combined Feedback;7;2.0;9.0;2.0
959;11;43;Combined Feedback;7;2.0;14.0;7.0
960;11;44;Combined Feedback;11;2.0;22.0;11.0
961;11;45;Combined Feedback;6;2.0;12.0;6.0
962;11;46;Combined Feedback;7;2.0;21.0;14.0
963;11;47;Combined Feedback;13;2.0;33.0;20.0
964;11;48;Combined Feedback;9;2.0;16.0;7.0
965;11;49;Combined Feedback;8;2.0;20.0;12.0
966;11;50;Combined Feedback;8;2.0;21.0;13.0
967;11;51;Combined Feedback;7;2.0;11.0;4.0
968;11;52;Combined Feedback;7;2.0;11.0;4.0
969;11;53;Combined Feedback;9;2.0;15.0;6.0
970;11;54;Combined Feedback;8;2.0;11.0;3.0
971;11;55;Combined Feedback;11;2.0;20.0;9.0
972;11;56;Combined Feedback;12;2.0;26.0;14.0
973;11;57;Combined Feedback;7;2.0;11.0;4.0
974;11;58;Combined Feedback;8;2.0;30.0;22.0
975;11;59;Combined Feedback;8;2.0;13.0;5.0
976;11;60;Combined Feedback;11;2.0;20.0;9.0
977;11;61;Combined Feedback;13;2.0;28.0;15.0
978;11;62;Combined Feedback;8;2.0;19.0;11.0
979;11;63;No Feedback;7;3.0;15.0;8.0
980;11;64;No Feedback;7;3.0;9.0;2.0
981;11;65;No Feedback;9;3.0;24.0;15.0
982;11;66;No Feedback;8;3.0;14.0;6.0
983;11;67;No Feedback;18;3.0;42.0;24.0
984;11;68;No Feedback;7;3.0;20.0;13.0
985;11;69;No Feedback;7;3.0;9.0;2.0
986;11;70;No Feedback;7;3.0;10.0;3.0
987;11;71;No Feedback;8;3.0;19.0;11.0
988;11;72;No Feedback;8;3.0;14.0;6.0
989;11;73;No Feedback;12;3.0;24.0;12.0
990;11;74;No Feedback;9;3.0;21.0;12.0
991;11;75;No Feedback;9;3.0;32.0;23.0
992;11;76;No Feedback;7;3.0;16.0;9.0
993;11;77;No Feedback;8;3.0;16.0;8.0
994;11;78;No Feedback;11;3.0;27.0;16.0
995;11;79;No Feedback;7;3.0;16.0;9.0
996;11;80;No Feedback;8;3.0;41.0;33.0
997;11;81;No Feedback;7;3.0;11.0;4.0
998;11;82;No Feedback;13;3.0;36.0;23.0
999;11;83;No Feedback;11;3.0;33.0;22.0
1000;12;-8;Combined Feedback;10;;;
1001;12;-7;Combined Feedback;8;;;
1002;12;-6;Visual Feedback;12;;;
1003;12;-5;Visual Feedback;9;;;
1004;12;-4;Tactile Feedback;16;;;
1005;12;-3;Tactile Feedback;11;;;
1006;12;-2;No Feedback;10;;;
1007;12;-1;No Feedback;11;;;
1008;12;0;Combined Feedback;11;-4.0;22.0;11.0
1009;12;0;Combined Feedback;11;-4.0;22.0;11.0
1010;12;0;Combined Feedback;11;-3.0;22.0;11.0
1011;12;0;Combined Feedback;11;-3.0;22.0;11.0
1012;12;0;Combined Feedback;11;-2.0;22.0;11.0
1013;12;0;Combined Feedback;11;-2.0;22.0;11.0
1014;12;0;Combined Feedback;11;-1.0;22.0;11.0
1015;12;0;Combined Feedback;11;-1.0;22.0;11.0
1016;12;0;Combined Feedback;11;0.0;22.0;11.0
1017;12;1;Combined Feedback;11;0.0;26.0;15.0
1018;12;2;Combined Feedback;7;0.0;14.0;7.0
1019;12;3;Combined Feedback;7;0.0;14.0;7.0
1020;12;4;Combined Feedback;10;0.0;18.0;8.0
1021;12;5;Combined Feedback;10;0.0;26.0;16.0
1022;12;6;Combined Feedback;10;0.0;14.0;4.0
1023;12;7;Combined Feedback;9;0.0;20.0;11.0
1024;12;8;Combined Feedback;7;0.0;14.0;7.0
